tick,q_eff,tau,loc,coupled,m,step,phase
747,-1,-1,outer,1,2,1,0
748,-1,0,,0,1,0,0
749,-1,0,,0,1,0,0
750,-1,-1,outer,1,2,1,2
751,-1,-1,outer,1,2,1,1
752,-1,-1,outer,0,3,1,0
753,-1,-1,outer,1,2,1,2
754,-1,0,,0,1,0,2
755,-1,-1,outer,1,2,1,1
756,-1,-1,outer,1,2,1,0
757,-1,-1,outer,1,2,1,2
758,-1,-1,outer,1,2,1,1
759,-1,-1,outer,1,2,1,0
760,-1,-1,outer,0,3,1,2
761,-1,0,,0,1,0,2
762,-1,-1,middle,1,2,1,1
763,-1,0,,0,1,0,1
764,-1,-1,outer,1,2,1,0
765,-1,-1,middle,1,2,-1,2
766,-1,-1,outer,1,2,1,1
767,-1,-1,outer,1,2,1,0
768,-1,0,,0,1,0,0
769,-1,-1,middle,1,2,1,2
770,-1,-1,outer,1,2,1,1
771,-1,-1,outer,1,2,1,0
772,-1,0,,0,1,0,0
773,-1,-1,outer,1,2,1,2
774,-1,-1,outer,1,2,1,1
775,-1,-1,outer,1,2,1,0
776,-1,-1,outer,1,2,1,2
777,-1,-1,outer,1,2,1,1
778,-1,-1,outer,0,3,1,0
779,-1,-1,outer,0,3,1,2
780,-1,-1,outer,1,2,1,1
781,-1,-1,outer,1,2,1,0
782,-1,-1,outer,1,2,1,2
783,-1,-1,outer,1,2,1,1
784,-1,-1,outer,1,2,1,0
785,-1,-1,outer,1,2,1,2
786,-1,-1,middle,1,2,1,1
787,-1,-1,outer,1,2,1,0
788,-1,-1,outer,1,2,1,2
789,-1,-1,outer,0,3,1,1
790,-1,-1,outer,1,2,1,0
791,-1,-1,outer,0,3,1,2
792,-1,-1,middle,1,2,1,1
793,-1,-1,middle,1,2,1,0
794,-1,0,,0,1,0,0
795,-1,0,,0,1,0,0
796,-1,-1,outer,1,2,1,2
797,-1,-1,middle,1,2,-1,1
798,-1,-1,outer,1,2,1,0
799,-1,-1,middle,1,2,1,2
800,-1,-1,middle,1,2,1,1
801,-1,-1,outer,1,2,1,0
802,-1,-1,outer,1,2,1,2
803,-1,-1,middle,1,2,1,1
804,-1,-1,outer,1,2,1,0
805,-1,-1,outer,0,3,1,2
806,-1,0,,0,1,0,2
807,-1,-1,outer,1,2,1,1
808,-1,-1,outer,1,2,1,0
809,-1,-1,middle,1,2,1,2
810,-1,0,,0,1,0,2
811,-1,-1,outer,1,2,1,1
812,-1,-1,outer,0,3,1,0
813,-1,0,,0,1,0,0
814,-1,-1,middle,0,3,1,2
815,-1,-1,outer,1,2,1,1
816,-1,0,,0,1,0,1
817,-1,-1,outer,1,2,1,0
818,-1,-1,outer,1,2,1,2
819,-1,-1,outer,1,2,1,1
820,-1,-1,outer,1,2,1,0
821,-1,-1,outer,1,2,1,2
822,-1,-1,outer,1,2,1,1
823,-1,-1,outer,1,2,1,0
824,-1,-1,outer,1,2,1,2
825,-1,-1,outer,1,2,1,1
826,-1,0,,0,1,0,1
827,-1,-1,outer,0,3,1,0
828,-1,-1,outer,1,2,1,2
829,-1,-1,outer,1,2,1,1
830,-1,-1,outer,1,2,1,0
831,-1,-1,outer,1,2,1,2
832,-1,-1,outer,1,2,1,1
833,-1,-1,middle,1,2,1,0
834,-1,0,,0,1,0,0
835,-1,0,,0,1,0,0
836,-1,0,,0,1,0,0
837,-1,-1,outer,1,2,1,2
838,-1,0,,0,1,0,2
839,-1,0,,0,1,0,2
840,-1,-1,outer,1,2,1,1
841,-1,-1,outer,1,2,1,0
842,-1,-1,outer,1,2,1,2
843,-1,-1,outer,1,2,1,1
844,-1,-1,outer,0,3,1,0
845,-1,-1,outer,1,2,1,2
846,-1,-1,outer,1,2,1,1
847,-1,0,,0,1,0,1
848,-1,-1,outer,1,2,1,0
849,-1,-1,outer,0,3,1,2
850,-1,0,,0,1,0,2
851,-1,-1,outer,1,2,1,1
852,-1,-1,outer,0,3,1,0
853,-1,-1,outer,1,2,1,2
854,-1,-1,middle,1,2,1,1
855,-1,-1,outer,1,2,1,0
856,-1,0,,0,1,0,0
857,-1,-1,outer,1,2,1,2
858,-1,-1,middle,1,2,1,1
859,-1,-1,outer,1,2,1,0
860,-1,-1,outer,0,3,1,2
861,-1,-1,middle,1,2,1,1
862,-1,0,,0,1,0,1
863,-1,0,,0,1,0,1
864,-1,-1,outer,1,2,1,0
865,-1,-1,outer,0,3,1,2
866,-1,0,,0,1,0,2
867,-1,0,,0,1,0,2
868,-1,-1,outer,0,3,1,1
869,-1,-1,outer,1,2,1,0
870,-1,-1,outer,1,2,1,2
871,-1,-1,outer,0,3,1,1
872,-1,-1,outer,1,2,1,0
873,-1,-1,middle,1,2,1,2
874,-1,-1,middle,1,2,1,1
875,-1,-1,outer,0,3,1,0
876,-1,-1,outer,1,2,1,2
877,-1,-1,outer,1,2,1,1
878,-1,-1,outer,1,2,1,0
879,-1,-1,outer,1,2,1,2
880,-1,-1,outer,1,2,1,1
881,-1,-1,outer,0,3,1,0
882,-1,-1,outer,1,2,1,2
883,-1,-1,middle,1,2,1,1
884,-1,-1,outer,0,3,1,0
885,-1,-1,middle,1,2,1,2
886,-1,-1,outer,0,3,1,1
887,-1,0,,0,1,0,1
888,-1,-1,outer,1,2,1,0
889,-1,-1,middle,1,2,1,2
890,-1,0,,0,1,0,2
891,-1,-1,outer,1,2,1,1
892,-1,-1,outer,0,3,1,0
893,-1,0,,0,1,0,0
894,-1,-1,outer,1,2,1,2
895,-1,-1,outer,0,3,1,1
896,-1,-1,outer,1,2,1,0
897,-1,-1,middle,1,2,1,2
898,-1,-1,outer,1,2,1,1
899,-1,-1,outer,1,2,1,0
900,-1,-1,middle,1,2,1,2
901,-1,-1,middle,0,3,1,1
902,-1,-1,outer,1,2,1,0
903,-1,-1,outer,1,2,1,2
904,-1,-1,outer,0,3,1,1
905,-1,0,,0,1,0,1
906,-1,0,,0,1,0,1
907,-1,-1,outer,1,2,1,0
908,-1,-1,outer,0,3,1,2
909,-1,-1,outer,1,2,1,1
910,-1,-1,outer,0,3,1,0
911,-1,-1,middle,1,2,1,2
912,-1,-1,outer,1,2,1,1
913,-1,0,,0,1,0,1
914,-1,-1,outer,1,2,1,0
915,-1,-1,outer,1,2,1,2
916,-1,-1,middle,0,3,1,1
917,-1,-1,outer,1,2,1,0
918,-1,-1,middle,1,2,1,2
919,-1,-1,middle,1,2,1,1
920,-1,-1,outer,0,3,1,0
921,-1,-1,outer,1,2,1,2
922,-1,-1,outer,1,2,1,1
923,-1,-1,outer,1,2,1,0
924,-1,-1,outer,1,2,1,2
925,-1,-1,outer,1,2,1,1
926,-1,-1,outer,1,2,1,0
927,-1,-1,outer,1,2,1,2
928,-1,0,,0,1,0,2
929,-1,-1,middle,1,2,1,1
930,-1,-1,outer,0,3,1,0
931,-1,-1,outer,1,2,1,2
932,-1,-1,outer,1,2,1,1
933,-1,-1,outer,0,3,1,0
934,-1,-1,middle,0,3,1,2
935,-1,-1,middle,1,2,1,1
936,-1,0,,0,1,0,1
937,-1,-1,outer,1,2,1,0
938,-1,-1,outer,1,2,1,2
939,-1,-1,outer,1,2,1,1
940,-1,-1,outer,0,3,1,0
941,-1,0,,0,1,0,0
942,-1,-1,outer,1,2,1,2
943,-1,-1,outer,1,2,1,1
944,-1,-1,middle,1,2,1,0
945,-1,-1,outer,1,2,1,2
946,-1,-1,outer,1,2,1,1
947,-1,-1,outer,0,3,1,0
948,-1,0,,0,1,0,0
949,-1,0,,0,1,0,0
950,-1,-1,outer,1,2,1,2
951,-1,-1,outer,0,3,1,1
952,-1,-1,middle,1,2,1,0
953,-1,-1,outer,0,3,1,2
954,-1,0,,0,1,0,2
955,-1,0,,0,1,0,2
956,-1,-1,outer,0,3,1,1
957,-1,-1,outer,1,2,1,0
958,-1,-1,outer,1,2,1,2
959,-1,-1,outer,1,2,1,1
960,-1,-1,outer,1,2,1,0
961,-1,-1,outer,1,2,1,2
962,-1,-1,middle,1,2,1,1
963,-1,-1,middle,0,3,1,0
964,-1,-1,middle,0,3,1,2
965,-1,-1,outer,1,2,1,1
966,-1,-1,outer,1,2,1,0
967,-1,-1,middle,1,2,1,2
968,-1,0,,0,1,0,2
969,-1,-1,middle,1,2,1,1
970,-1,-1,outer,0,3,1,0
971,-1,0,,0,1,0,0
972,-1,-1,outer,0,3,1,2
973,-1,-1,outer,1,2,1,1
974,-1,-1,outer,1,2,1,0
975,-1,0,,0,1,0,0
976,-1,-1,outer,1,2,1,2
977,-1,-1,outer,1,2,1,1
978,-1,-1,outer,0,3,1,0
979,-1,-1,middle,1,2,-1,2
980,-1,-1,outer,1,2,1,1
981,-1,0,,0,1,0,1
982,-1,0,,0,1,0,1
983,-1,-1,outer,1,2,1,0
984,-1,-1,outer,0,3,1,2
985,-1,-1,middle,1,2,1,1
986,-1,-1,outer,1,2,1,0
987,-1,-1,outer,1,2,1,2
988,-1,-1,middle,1,2,1,1
989,-1,-1,outer,1,2,1,0
990,-1,-1,outer,1,2,1,2
991,-1,-1,outer,0,3,1,1
992,-1,-1,outer,1,2,1,0
993,-1,-1,outer,1,2,1,2
994,-1,-1,outer,0,3,1,1
995,-1,-1,middle,1,2,1,0
996,-1,-1,outer,1,2,1,2
997,-1,-1,outer,1,2,1,1
998,-1,-1,outer,1,2,1,0
999,-1,-1,outer,1,2,1,2
1000,-1,0,,0,1,0,2
1001,-1,-1,outer,1,2,1,1
1002,-1,-1,outer,1,2,1,0
1003,-1,-1,outer,0,3,1,2
1004,-1,0,,0,1,0,2
1005,-1,-1,outer,1,2,1,1
1006,-1,-1,outer,1,2,1,0
1007,-1,-1,outer,0,3,1,2
1008,-1,-1,outer,1,2,1,1
1009,-1,-1,outer,1,2,1,0
1010,-1,-1,outer,1,2,1,2
1011,-1,-1,outer,1,2,1,1
1012,-1,-1,outer,1,2,1,0
1013,-1,-1,outer,0,3,1,2
1014,-1,-1,outer,0,3,1,1
1015,-1,-1,outer,1,2,1,0
1016,-1,-1,outer,1,2,1,2
1017,-1,-1,middle,0,3,1,1
1018,-1,-1,outer,1,2,1,0
1019,-1,-1,outer,1,2,1,2
1020,-1,-1,outer,1,2,1,1
1021,-1,-1,middle,1,2,-1,0
1022,-1,-1,outer,0,3,1,2
1023,-1,-1,outer,1,2,1,1
1024,-1,-1,outer,1,2,1,0
1025,-1,-1,outer,0,3,1,2
1026,-1,-1,outer,0,3,1,1
1027,-1,-1,middle,0,3,1,0
1028,-1,-1,outer,1,2,1,2
1029,-1,-1,middle,1,2,1,1
1030,-1,-1,outer,1,2,1,0
1031,-1,-1,outer,0,3,1,2
1032,-1,-1,outer,0,3,1,1
1033,-1,0,,0,1,0,1
1034,-1,-1,outer,0,3,1,0
1035,-1,-1,outer,1,2,1,2
1036,-1,-1,outer,1,2,1,1
1037,-1,-1,outer,1,2,1,0
1038,-1,-1,outer,0,3,1,2
1039,-1,-1,outer,1,2,1,1
1040,-1,-1,middle,1,2,-1,0
1041,-1,-1,middle,1,2,1,2
1042,-1,-1,outer,1,2,1,1
1043,-1,-1,outer,1,2,1,0
1044,-1,-1,outer,1,2,1,2
1045,-1,-1,middle,1,2,1,1
1046,-1,-1,outer,1,2,1,0
1047,-1,-1,middle,0,3,1,2
1048,-1,-1,middle,1,2,1,1
1049,-1,-1,outer,1,2,1,0
1050,-1,-1,outer,1,2,1,2
1051,-1,0,,0,1,0,2
1052,-1,-1,outer,1,2,1,1
1053,-1,-1,outer,0,3,1,0
1054,-1,-1,outer,1,2,1,2
1055,-1,-1,middle,0,3,1,1
1056,-1,-1,outer,1,2,1,0
1057,-1,-1,outer,0,3,1,2
1058,-1,0,,0,1,0,2
1059,-1,-1,outer,1,2,1,1
1060,-1,-1,outer,0,3,1,0
1061,-1,0,,0,1,0,0
1062,-1,0,,0,1,0,0
1063,-1,-1,outer,1,2,1,2
1064,-1,-1,outer,1,2,1,1
1065,-1,0,,0,1,0,1
1066,-1,-1,outer,0,3,1,0
1067,-1,-1,outer,0,3,1,2
1068,-1,-1,outer,0,3,1,1
1069,-1,-1,outer,1,2,1,0
1070,-1,-1,middle,1,2,1,2
1071,-1,-1,outer,0,3,1,1
1072,-1,-1,outer,0,3,1,0
1073,-1,-1,middle,1,2,1,2
1074,-1,-1,outer,1,2,1,1
1075,-1,-1,outer,1,2,1,0
1076,-1,-1,outer,1,2,1,2
1077,-1,-1,outer,1,2,1,1
1078,-1,-1,outer,1,2,1,0
1079,-1,0,,0,1,0,0
1080,-1,-1,outer,1,2,1,2
1081,-1,-1,outer,0,3,1,1
1082,-1,-1,outer,0,3,1,0
1083,-1,-1,outer,1,2,1,2
1084,-1,-1,middle,1,2,1,1
1085,-1,-1,outer,1,2,1,0
1086,-1,-1,outer,0,3,1,2
1087,-1,-1,outer,1,2,1,1
1088,-1,-1,middle,1,2,1,0
1089,-1,-1,outer,1,2,1,2
1090,-1,-1,outer,1,2,1,1
1091,-1,-1,outer,1,2,1,0
1092,-1,0,,0,1,0,0
1093,-1,-1,outer,0,3,1,2
1094,-1,-1,outer,1,2,1,1
1095,-1,-1,outer,1,2,1,0
1096,-1,-1,outer,1,2,1,2
1097,-1,-1,outer,1,2,1,1
1098,-1,0,,0,1,0,1
1099,-1,-1,outer,1,2,1,0
1100,-1,-1,outer,1,2,1,2
1101,-1,-1,outer,1,2,1,1
1102,-1,0,,0,1,0,1
1103,-1,-1,outer,1,2,1,0
1104,-1,-1,outer,0,3,1,2
1105,-1,-1,outer,1,2,1,1
1106,-1,-1,outer,1,2,1,0
1107,-1,0,,0,1,0,0
1108,-1,0,,0,1,0,0
1109,-1,-1,outer,1,2,1,2
1110,-1,0,,0,1,0,2
1111,-1,-1,outer,1,2,1,1
1112,-1,-1,outer,1,2,1,0
1113,-1,-1,middle,0,3,1,2
1114,-1,-1,outer,1,2,1,1
1115,-1,0,,0,1,0,1
1116,-1,-1,outer,0,3,1,0
1117,-1,0,,0,1,0,0
1118,-1,-1,outer,0,3,1,2
1119,-1,-1,outer,1,2,1,1
1120,-1,-1,middle,1,2,1,0
1121,-1,-1,outer,1,2,1,2
1122,-1,-1,outer,1,2,1,1
1123,-1,-1,outer,1,2,1,0
1124,-1,-1,middle,1,2,1,2
1125,-1,-1,outer,0,3,1,1
1126,-1,-1,middle,1,2,1,0
1127,-1,-1,outer,0,3,1,2
1128,-1,-1,outer,0,3,1,1
1129,-1,-1,outer,1,2,1,0
1130,-1,-1,outer,1,2,1,2
1131,-1,-1,outer,0,3,1,1
1132,-1,-1,outer,1,2,1,0
1133,-1,-1,outer,1,2,1,2
1134,-1,-1,outer,1,2,1,1
1135,-1,-1,outer,1,2,1,0
1136,-1,-1,outer,1,2,1,2
1137,-1,0,,0,1,0,2
1138,-1,-1,middle,1,2,1,1
1139,-1,-1,outer,1,2,1,0
1140,-1,-1,outer,1,2,1,2
1141,-1,-1,outer,1,2,1,1
1142,-1,-1,outer,1,2,1,0
1143,-1,-1,outer,1,2,1,2
1144,-1,-1,outer,1,2,1,1
1145,-1,-1,outer,0,3,1,0
1146,-1,0,,0,1,0,0
1147,-1,-1,outer,1,2,1,2
1148,-1,-1,outer,1,2,1,1
1149,-1,-1,outer,0,3,1,0
1150,-1,-1,outer,1,2,1,2
1151,-1,-1,middle,1,2,1,1
1152,-1,-1,outer,1,2,1,0
1153,-1,-1,outer,1,2,1,2
1154,-1,0,,0,1,0,2
1155,-1,-1,outer,0,3,1,1
1156,-1,-1,outer,1,2,1,0
1157,-1,-1,middle,1,2,1,2
1158,-1,-1,outer,1,2,1,1
1159,-1,-1,middle,0,3,1,0
1160,-1,0,,0,1,0,0
1161,-1,-1,outer,0,3,1,2
1162,-1,-1,outer,1,2,1,1
1163,-1,-1,outer,1,2,1,0
1164,-1,-1,outer,1,2,1,2
1165,-1,-1,middle,0,3,1,1
1166,-1,0,,0,1,0,1
1167,-1,-1,outer,1,2,1,0
1168,-1,-1,outer,1,2,1,2
1169,-1,-1,outer,1,2,1,1
1170,-1,-1,outer,1,2,1,0
1171,-1,-1,outer,1,2,1,2
1172,-1,-1,middle,1,2,1,1
1173,-1,-1,outer,1,2,1,0
1174,-1,-1,outer,0,3,1,2
1175,-1,-1,outer,1,2,1,1
1176,-1,-1,outer,1,2,1,0
1177,-1,-1,outer,1,2,1,2
1178,-1,0,,0,1,0,2
1179,-1,-1,outer,1,2,1,1
1180,-1,-1,outer,1,2,1,0
1181,-1,-1,outer,1,2,1,2
1182,-1,-1,outer,0,3,1,1
1183,-1,-1,outer,1,2,1,0
1184,-1,0,,0,1,0,0
1185,-1,-1,middle,1,2,1,2
1186,-1,-1,outer,0,3,1,1
1187,-1,-1,outer,1,2,1,0
1188,-1,-1,outer,1,2,1,2
1189,-1,-1,outer,0,3,1,1
1190,-1,-1,outer,0,3,1,0
1191,-1,-1,outer,0,3,1,2
1192,-1,-1,outer,1,2,1,1
1193,-1,-1,outer,0,3,1,0
1194,-1,-1,middle,0,3,1,2
1195,-1,-1,middle,1,2,1,1
1196,-1,-1,outer,0,3,1,0
1197,-1,-1,outer,0,3,1,2
1198,-1,-1,outer,1,2,1,1
1199,-1,-1,outer,1,2,1,0
1200,-1,-1,outer,1,2,1,2
1201,-1,0,,0,1,0,2
1202,-1,-1,outer,0,3,1,1
1203,-1,-1,outer,1,2,1,0
1204,-1,0,,0,1,0,0
1205,-1,-1,outer,1,2,1,2
1206,-1,-1,middle,1,2,-1,1
1207,-1,-1,outer,1,2,1,0
1208,-1,0,,0,1,0,0
1209,-1,-1,middle,1,2,1,2
1210,-1,-1,outer,1,2,1,1
1211,-1,-1,outer,0,3,1,0
1212,-1,-1,middle,0,3,1,2
1213,-1,-1,middle,0,3,1,1
1214,-1,-1,outer,1,2,1,0
1215,-1,-1,outer,0,3,1,2
1216,-1,-1,outer,1,2,1,1
1217,-1,-1,outer,1,2,1,0
1218,-1,-1,outer,1,2,1,2
1219,-1,-1,outer,1,2,1,1
1220,-1,-1,outer,1,2,1,0
1221,-1,-1,outer,1,2,1,2
1222,-1,-1,outer,0,3,1,1
1223,-1,0,,0,1,0,1
1224,-1,-1,outer,1,2,1,0
1225,-1,-1,outer,1,2,1,2
1226,-1,-1,middle,1,2,1,1
1227,-1,-1,middle,1,2,1,0
1228,-1,-1,outer,0,3,1,2
1229,-1,-1,outer,1,2,1,1
1230,-1,-1,outer,1,2,1,0
1231,-1,-1,middle,1,2,1,2
1232,-1,-1,middle,1,2,-1,1
1233,-1,-1,outer,1,2,1,0
1234,-1,0,,0,1,0,0
1235,-1,-1,outer,1,2,1,2
1236,-1,-1,outer,1,2,1,1
1237,-1,-1,outer,1,2,1,0
1238,-1,-1,outer,1,2,1,2
1239,-1,-1,outer,1,2,1,1
1240,-1,-1,outer,1,2,1,0
1241,-1,-1,outer,1,2,1,2
1242,-1,-1,outer,1,2,1,1
1243,-1,-1,outer,1,2,1,0
1244,-1,-1,outer,1,2,1,2
1245,-1,0,,0,1,0,2
1246,-1,-1,middle,1,2,-1,1
1247,-1,-1,outer,1,2,1,0
1248,-1,-1,outer,0,3,1,2
1249,-1,-1,outer,0,3,1,1
1250,-1,-1,outer,1,2,1,0
1251,-1,-1,middle,1,2,1,2
1252,-1,0,,0,1,0,2
1253,-1,0,,0,1,0,2
1254,-1,-1,middle,1,2,1,1
1255,-1,-1,outer,1,2,1,0
1256,-1,-1,outer,1,2,1,2
1257,-1,-1,outer,0,3,1,1
1258,-1,0,,0,1,0,1
1259,-1,-1,outer,1,2,1,0
1260,-1,-1,outer,1,2,1,2
1261,-1,-1,outer,0,3,1,1
1262,-1,-1,outer,1,2,1,0
1263,-1,0,,0,1,0,0
1264,-1,-1,middle,1,2,1,2
1265,-1,-1,middle,0,3,1,1
1266,-1,-1,outer,1,2,1,0
1267,-1,0,,0,1,0,0
1268,-1,-1,middle,0,3,1,2
1269,-1,-1,middle,1,2,1,1
1270,-1,0,,0,1,0,1
1271,-1,-1,outer,1,2,1,0
1272,-1,-1,outer,1,2,1,2
1273,-1,-1,middle,1,2,1,1
1274,-1,-1,middle,1,2,1,0
1275,-1,0,,0,1,0,0
1276,-1,-1,outer,1,2,1,2
1277,-1,0,,0,1,0,2
1278,-1,-1,outer,0,3,1,1
1279,-1,-1,outer,0,3,1,0
1280,-1,0,,0,1,0,0
1281,-1,0,,0,1,0,0
1282,-1,-1,outer,1,2,1,2
1283,-1,0,,0,1,0,2
1284,-1,0,,0,1,0,2
1285,-1,-1,outer,1,2,1,1
1286,-1,0,,0,1,0,1
1287,-1,-1,outer,0,3,1,0
1288,-1,-1,outer,1,2,1,2
1289,-1,-1,outer,0,3,1,1
1290,-1,-1,outer,1,2,1,0
1291,-1,-1,outer,1,2,1,2
1292,-1,-1,middle,1,2,1,1
1293,-1,-1,outer,1,2,1,0
1294,-1,-1,outer,1,2,1,2
1295,-1,-1,outer,1,2,1,1
1296,-1,-1,outer,0,3,1,0
1297,-1,-1,outer,0,3,1,2
1298,-1,-1,outer,1,2,1,1
1299,-1,-1,middle,1,2,-1,0
1300,-1,0,,0,1,0,0
1301,-1,-1,outer,0,3,1,2
1302,-1,-1,outer,1,2,1,1
1303,-1,-1,middle,0,3,1,0
1304,-1,-1,outer,1,2,1,2
1305,-1,-1,outer,0,3,1,1
1306,-1,-1,outer,1,2,1,0
1307,-1,-1,outer,1,2,1,2
1308,-1,-1,middle,1,2,1,1
1309,-1,-1,outer,0,3,1,0
1310,-1,-1,outer,1,2,1,2
1311,-1,-1,outer,1,2,1,1
1312,-1,-1,outer,1,2,1,0
1313,-1,-1,outer,1,2,1,2
1314,-1,-1,middle,1,2,1,1
1315,-1,-1,outer,1,2,1,0
1316,-1,-1,outer,1,2,1,2
1317,-1,-1,middle,1,2,1,1
1318,-1,-1,outer,0,3,1,0
1319,-1,-1,middle,1,2,1,2
1320,-1,-1,outer,1,2,1,1
1321,-1,0,,0,1,0,1
1322,-1,-1,outer,0,3,1,0
1323,-1,-1,outer,1,2,1,2
1324,-1,0,,0,1,0,2
1325,-1,-1,outer,0,3,1,1
1326,-1,-1,middle,1,2,1,0
1327,-1,-1,outer,1,2,1,2
1328,-1,-1,outer,0,3,1,1
1329,-1,0,,0,1,0,1
1330,-1,-1,outer,1,2,1,0
1331,-1,-1,outer,1,2,1,2
1332,-1,-1,outer,1,2,1,1
1333,-1,-1,outer,0,3,1,0
1334,-1,-1,outer,1,2,1,2
1335,-1,-1,outer,1,2,1,1
1336,-1,-1,outer,1,2,1,0
1337,-1,-1,middle,0,3,1,2
1338,-1,-1,outer,0,3,1,1
1339,-1,-1,middle,1,2,1,0
1340,-1,0,,0,1,0,0
1341,-1,0,,0,1,0,0
1342,-1,-1,outer,1,2,1,2
1343,-1,0,,0,1,0,2
1344,-1,-1,middle,0,3,1,1
1345,-1,0,,0,1,0,1
1346,-1,0,,0,1,0,1
1347,-1,-1,outer,0,3,1,0
1348,-1,-1,outer,1,2,1,2
1349,-1,-1,middle,0,3,1,1
1350,-1,0,,0,1,0,1
1351,-1,-1,outer,0,3,1,0
1352,-1,-1,outer,1,2,1,2
1353,-1,-1,outer,1,2,1,1
1354,-1,0,,0,1,0,1
1355,-1,-1,middle,1,2,1,0
1356,-1,-1,outer,0,3,1,2
1357,-1,0,,0,1,0,2
1358,-1,-1,outer,1,2,1,1
1359,-1,-1,outer,0,3,1,0
1360,-1,-1,outer,1,2,1,2
1361,-1,-1,outer,1,2,1,1
1362,-1,-1,outer,1,2,1,0
1363,-1,-1,middle,1,2,1,2
1364,-1,-1,middle,1,2,1,1
1365,-1,-1,outer,0,3,1,0
1366,-1,-1,outer,1,2,1,2
1367,-1,-1,middle,1,2,1,1
1368,-1,-1,outer,1,2,1,0
1369,-1,-1,outer,1,2,1,2
1370,-1,-1,outer,1,2,1,1
1371,-1,0,,0,1,0,1
1372,-1,-1,outer,0,3,1,0
1373,-1,0,,0,1,0,0
1374,-1,-1,middle,1,2,1,2
1375,-1,0,,0,1,0,2
1376,-1,-1,outer,1,2,1,1
1377,-1,-1,middle,0,3,1,0
1378,-1,-1,outer,1,2,1,2
1379,-1,0,,0,1,0,2
1380,-1,-1,middle,1,2,1,1
1381,-1,-1,outer,1,2,1,0
1382,-1,-1,outer,1,2,1,2
1383,-1,0,,0,1,0,2
1384,-1,-1,outer,0,3,1,1
1385,-1,-1,outer,1,2,1,0
1386,-1,-1,outer,1,2,1,2
1387,-1,-1,outer,1,2,1,1
1388,-1,-1,outer,1,2,1,0
1389,-1,-1,middle,1,2,1,2
1390,-1,-1,outer,1,2,1,1
1391,-1,-1,outer,0,3,1,0
1392,-1,-1,outer,1,2,1,2
1393,-1,-1,middle,1,2,1,1
1394,-1,-1,outer,1,2,1,0
1395,-1,-1,outer,1,2,1,2
1396,-1,-1,outer,1,2,1,1
1397,-1,-1,outer,1,2,1,0
1398,-1,-1,outer,1,2,1,2
1399,-1,-1,middle,0,3,1,1
1400,-1,-1,outer,0,3,1,0
1401,-1,-1,outer,0,3,1,2
1402,-1,-1,middle,1,2,1,1
1403,-1,-1,outer,0,3,1,0
1404,-1,-1,outer,1,2,1,2
1405,-1,-1,outer,1,2,1,1
1406,-1,-1,outer,1,2,1,0
1407,-1,-1,middle,1,2,1,2
1408,-1,-1,middle,1,2,1,1
1409,-1,-1,outer,1,2,1,0
1410,-1,-1,outer,1,2,1,2
1411,-1,-1,outer,1,2,1,1
1412,-1,-1,outer,1,2,1,0
1413,-1,-1,outer,1,2,1,2
1414,-1,-1,outer,1,2,1,1
1415,-1,-1,outer,1,2,1,0
1416,-1,-1,outer,0,3,1,2
1417,-1,-1,outer,1,2,1,1
1418,-1,-1,middle,1,2,1,0
1419,-1,-1,outer,1,2,1,2
1420,-1,-1,middle,1,2,1,1
1421,-1,-1,middle,1,2,1,0
1422,-1,0,,0,1,0,0
1423,-1,-1,outer,0,3,1,2
1424,-1,-1,outer,1,2,1,1
1425,-1,-1,outer,1,2,1,0
1426,-1,-1,outer,1,2,1,2
1427,-1,-1,outer,1,2,1,1
1428,-1,0,,0,1,0,1
1429,-1,-1,outer,1,2,1,0
1430,-1,-1,outer,1,2,1,2
1431,-1,-1,outer,1,2,1,1
1432,-1,-1,outer,1,2,1,0
1433,-1,-1,outer,1,2,1,2
1434,-1,-1,middle,1,2,-1,1
1435,-1,-1,outer,1,2,1,0
1436,-1,-1,outer,1,2,1,2
1437,-1,-1,middle,1,2,1,1
1438,-1,-1,outer,0,3,1,0
1439,-1,0,,0,1,0,0
1440,-1,-1,outer,1,2,1,2
1441,-1,-1,middle,1,2,1,1
1442,-1,-1,outer,1,2,1,0
1443,-1,-1,outer,1,2,1,2
1444,-1,-1,middle,1,2,1,1
1445,-1,-1,outer,1,2,1,0
1446,-1,-1,outer,1,2,1,2
1447,-1,-1,outer,1,2,1,1
1448,-1,-1,outer,1,2,1,0
1449,-1,-1,outer,1,2,1,2
1450,-1,-1,outer,1,2,1,1
1451,-1,-1,outer,1,2,1,0
1452,-1,-1,middle,0,3,1,2
1453,-1,-1,outer,0,3,1,1
1454,-1,-1,outer,0,3,1,0
1455,-1,0,,0,1,0,0
1456,-1,0,,0,1,0,0
1457,-1,-1,outer,1,2,1,2
1458,-1,0,,0,1,0,2
1459,-1,-1,outer,1,2,1,1
1460,-1,-1,outer,0,3,1,0
1461,-1,0,,0,1,0,0
1462,-1,-1,outer,1,2,1,2
1463,-1,-1,middle,1,2,1,1
1464,-1,-1,outer,1,2,1,0
1465,-1,0,,0,1,0,0
1466,-1,-1,outer,1,2,1,2
1467,-1,-1,middle,1,2,1,1
1468,-1,-1,outer,0,3,1,0
1469,-1,-1,outer,1,2,1,2
1470,-1,-1,outer,1,2,1,1
1471,-1,-1,outer,1,2,1,0
1472,-1,-1,middle,1,2,1,2
1473,-1,0,,0,1,0,2
